season,round,driver,driver_points,driver_wins,driver_standings_pos
2005,9,montoya,16,0,11
2005,9,massa,7,0,12
2005,9,monteiro,6,0,13
2005,9,wurz,6,0,14
2005,9,villeneuve,5,0,15
2005,9,karthikeyan,5,0,16
2005,9,albers,4,0,17
2005,9,rosa,4,0,18
2005,9,klien,4,0,19
2005,9,friesacher,3,0,20
2005,9,liuzzi,1,0,21
2005,9,button,0,0,22
2005,9,sato,0,0,23
2005,9,zonta,0,0,24
2005,9,davidson,0,0,25
2005,10,alonso,69,5,1
2005,10,raikkonen,45,3,2
2005,10,michael_schumacher,40,1,3
2005,10,trulli,31,0,4
2005,10,barrichello,29,0,5
2005,10,heidfeld,25,0,6
2005,10,webber,22,0,7
2005,10,ralf_schumacher,22,0,8
2005,10,fisichella,20,1,9
2005,10,coulthard,17,0,10
2005,10,montoya,16,0,11
2005,10,massa,7,0,12
2005,10,monteiro,6,0,13
2005,10,wurz,6,0,14
2005,10,villeneuve,6,0,15
2005,10,button,5,0,16
2005,10,karthikeyan,5,0,17
2005,10,albers,4,0,18
2005,10,rosa,4,0,19
2005,10,klien,4,0,20
2005,10,friesacher,3,0,21
2005,10,liuzzi,1,0,22
2005,10,sato,0,0,23
2005,10,zonta,0,0,24
2005,10,davidson,0,0,25
2005,11,alonso,77,5,1
2005,11,raikkonen,51,3,2
2005,11,michael_schumacher,43,1,3
2005,11,barrichello,31,0,4
2005,11,trulli,31,0,5
2005,11,montoya,26,1,6
2005,11,fisichella,25,1,7
2005,11,heidfeld,25,0,8
2005,11,ralf_schumacher,23,0,9
2005,11,webber,22,0,10
2005,11,coulthard,17,0,11
2005,11,button,9,0,12
2005,11,massa,7,0,13
2005,11,monteiro,6,0,14
2005,11,wurz,6,0,15
2005,11,villeneuve,6,0,16
2005,11,karthikeyan,5,0,17
2005,11,albers,4,0,18
2005,11,rosa,4,0,19
2005,11,klien,4,0,20
2005,11,friesacher,3,0,21
2005,11,liuzzi,1,0,22
2005,11,sato,0,0,23
2005,11,zonta,0,0,24
2005,11,davidson,0,0,25
2005,12,alonso,87,6,1
2005,12,raikkonen,51,3,2
2005,12,michael_schumacher,47,1,3
2005,12,montoya,34,1,4
2005,12,barrichello,31,0,5
2005,12,trulli,31,0,6
2005,12,fisichella,30,1,7
2005,12,ralf_schumacher,26,0,8
2005,12,heidfeld,25,0,9
2005,12,webber,22,0,10
2005,12,coulthard,19,0,11
2005,12,button,15,0,12
2005,12,massa,8,0,13
2005,12,monteiro,6,0,14
2005,12,wurz,6,0,15
2005,12,villeneuve,6,0,16
2005,12,karthikeyan,5,0,17
2005,12,albers,4,0,18
2005,12,rosa,4,0,19
2005,12,klien,4,0,20
2005,12,friesacher,3,0,21
2005,12,liuzzi,1,0,22
2005,12,sato,0,0,23
2005,12,doornbos,0,0,24
2005,12,zonta,0,0,25
2005,12,davidson,0,0,26
2005,13,alonso,87,6,1
2005,13,raikkonen,61,4,2
2005,13,michael_schumacher,55,1,3
2005,13,trulli,36,0,4
2005,13,montoya,34,1,5
2005,13,ralf_schumacher,32,0,6
2005,13,barrichello,31,0,7
2005,13,fisichella,30,1,8
2005,13,heidfeld,28,0,9
2005,13,webber,24,0,10
2005,13,button,19,0,11
2005,13,coulthard,19,0,12
2005,13,massa,8,0,13
2005,13,monteiro,6,0,14
2005,13,wurz,6,0,15
2005,13,villeneuve,6,0,16
2005,13,karthikeyan,5,0,17
2005,13,albers,4,0,18
2005,13,rosa,4,0,19
2005,13,klien,4,0,20
2005,13,friesacher,3,0,21
2005,13,liuzzi,1,0,22
2005,13,sato,1,0,23
2005,13,doornbos,0,0,24
2005,13,zonta,0,0,25
2005,13,davidson,0,0,26
2005,14,alonso,95,6,1
2005,14,raikkonen,71,5,2
2005,14,michael_schumacher,55,1,3
2005,14,montoya,40,1,4
2005,14,trulli,39,0,5
2005,14,fisichella,35,1,6
2005,14,ralf_schumacher,32,0,7
2005,14,barrichello,31,0,8
2005,14,heidfeld,28,0,9
2005,14,webber,24,0,10
2005,14,button,23,0,11
2005,14,coulthard,21,0,12
2005,14,massa,8,0,13
2005,14,monteiro,6,0,14
2005,14,wurz,6,0,15
2005,14,villeneuve,6,0,16
2005,14,karthikeyan,5,0,17
2005,14,klien,5,0,18
2005,14,albers,4,0,19
2005,14,rosa,4,0,20
2005,14,friesacher,3,0,21
2005,14,sato,1,0,22
2005,14,liuzzi,1,0,23
2005,14,doornbos,0,0,24
2005,14,zonta,0,0,25
2005,14,davidson,0,0,26
2005,15,alonso,103,6,1
2005,15,raikkonen,76,5,2
2005,15,michael_schumacher,55,1,3
2005,15,montoya,50,2,4
2005,15,trulli,43,0,5
2005,15,fisichella,41,1,6
2005,15,ralf_schumacher,35,0,7
2005,15,barrichello,31,0,8
2005,15,heidfeld,28,0,9
2005,15,button,24,0,10
2005,15,webber,24,0,11
2005,15,coulthard,21,0,12
2005,15,massa,8,0,13
2005,15,monteiro,6,0,14
2005,15,wurz,6,0,15
2005,15,villeneuve,6,0,16
2005,15,karthikeyan,5,0,17
2005,15,klien,5,0,18
2005,15,albers,4,0,19
2005,15,rosa,4,0,20
2005,15,friesacher,3,0,21
2005,15,pizzonia,2,0,22
2005,15,sato,1,0,23
2005,15,liuzzi,1,0,24
2005,15,doornbos,0,0,25
2005,15,zonta,0,0,26
2005,15,davidson,0,0,27
2005,16,alonso,111,6,1
2005,16,raikkonen,86,6,2
2005,16,michael_schumacher,55,1,3
2005,16,montoya,50,2,4
2005,16,trulli,43,0,5
2005,16,fisichella,41,1,6
2005,16,ralf_schumacher,37,0,7
2005,16,barrichello,35,0,8
2005,16,button,30,0,9
2005,16,webber,29,0,10
2005,16,heidfeld,28,0,11
2005,16,coulthard,21,0,12
2005,16,villeneuve,9,0,13
2005,16,massa,8,0,14
2005,16,monteiro,7,0,15
2005,16,wurz,6,0,16
2005,16,karthikeyan,5,0,17
2005,16,klien,5,0,18
2005,16,albers,4,0,19
2005,16,rosa,4,0,20
2005,16,friesacher,3,0,21
2005,16,pizzonia,2,0,22
2005,16,sato,1,0,23
2005,16,liuzzi,1,0,24
2005,16,doornbos,0,0,25
2005,16,zonta,0,0,26
2005,16,davidson,0,0,27
2005,17,alonso,117,6,1
2005,17,raikkonen,94,6,2
2005,17,montoya,60,3,3
2005,17,michael_schumacher,60,1,4
2005,17,fisichella,45,1,5
2005,17,trulli,43,0,6
2005,17,barrichello,38,0,7
2005,17,ralf_schumacher,38,0,8
2005,17,button,32,0,9
2005,17,webber,29,0,10
2005,17,heidfeld,28,0,11
2005,17,coulthard,21,0,12
2005,17,villeneuve,9,0,13
2005,17,massa,8,0,14
2005,17,monteiro,7,0,15
2005,17,wurz,6,0,16
2005,17,karthikeyan,5,0,17
2005,17,klien,5,0,18
2005,17,albers,4,0,19
2005,17,rosa,4,0,20
2005,17,friesacher,3,0,21
2005,17,pizzonia,2,0,22
2005,17,sato,1,0,23
2005,17,liuzzi,1,0,24
2005,17,doornbos,0,0,25
2005,17,zonta,0,0,26
2005,17,davidson,0,0,27
2005,18,alonso,123,6,1
2005,18,raikkonen,104,7,2
2005,18,michael_schumacher,62,1,3
2005,18,montoya,60,3,4
2005,18,fisichella,53,1,5
2005,18,trulli,43,0,6
2005,18,ralf_schumacher,39,0,7
2005,18,barrichello,38,0,8
2005,18,button,36,0,9
2005,18,webber,34,0,10
2005,18,heidfeld,28,0,11
2005,18,coulthard,24,0,12
2005,18,villeneuve,9,0,13
2005,18,massa,8,0,14
2005,18,monteiro,7,0,15
2005,18,wurz,6,0,16
2005,18,karthikeyan,5,0,17
2005,18,klien,5,0,18
2005,18,albers,4,0,19
2005,18,rosa,4,0,20
2005,18,friesacher,3,0,21
2005,18,pizzonia,2,0,22
2005,18,sato,1,0,23
2005,18,liuzzi,1,0,24
2005,18,doornbos,0,0,25
2005,18,zonta,0,0,26
2005,18,davidson,0,0,27
2005,19,alonso,133,7,1
2005,19,raikkonen,112,7,2
2005,19,michael_schumacher,62,1,3
2005,19,montoya,60,3,4
2005,19,fisichella,58,1,5
2005,19,ralf_schumacher,45,0,6
2005,19,trulli,43,0,7
2005,19,barrichello,38,0,8
2005,19,button,37,0,9
2005,19,webber,36,0,10
2005,19,heidfeld,28,0,11
2005,19,coulthard,24,0,12
2005,19,massa,11,0,13
2005,19,villeneuve,9,0,14
2005,19,klien,9,0,15
2005,19,monteiro,7,0,16
2005,19,wurz,6,0,17
2005,19,karthikeyan,5,0,18
2005,19,albers,4,0,19
2005,19,rosa,4,0,20
2005,19,friesacher,3,0,21
2005,19,pizzonia,2,0,22
2005,19,sato,1,0,23
2005,19,liuzzi,1,0,24
2005,19,doornbos,0,0,25
2005,19,zonta,0,0,26
2005,19,davidson,0,0,27
2006,1,alonso,10,1,1
2006,1,michael_schumacher,8,0,2
2006,1,raikkonen,6,0,3
2006,1,button,5,0,4
2006,1,montoya,4,0,5
2006,1,webber,3,0,6
2006,1,rosberg,2,0,7
2006,1,klien,1,0,8
2006,1,massa,0,0,9
2006,1,coulthard,0,0,10
2006,1,liuzzi,0,0,11
2006,1,heidfeld,0,0,12
2006,1,speed,0,0,13
2006,1,ralf_schumacher,0,0,14
2006,1,barrichello,0,0,15
2006,1,trulli,0,0,16
2006,1,monteiro,0,0,17
2006,1,sato,0,0,18
2006,2,alonso,18,1,1
2006,2,michael_schumacher,11,0,2
2006,2,button,11,0,3
2006,2,fisichella,10,1,4
2006,2,montoya,9,0,5
2006,2,raikkonen,6,0,6
2006,2,massa,4,0,7
2006,2,webber,3,0,8
2006,2,rosberg,2,0,9
2006,2,villeneuve,2,0,10
2006,2,ralf_schumacher,1,0,11
2006,2,klien,1,0,12
2006,2,trulli,0,0,13
2006,2,barrichello,0,0,14
2006,2,coulthard,0,0,15
2006,2,liuzzi,0,0,16
2006,2,albers,0,0,17
2006,2,heidfeld,0,0,18
2006,2,monteiro,0,0,19
2006,2,speed,0,0,20
2006,2,sato,0,0,21
2006,3,alonso,28,2,1
2006,3,fisichella,14,1,2
2006,3,raikkonen,14,0,3
2006,3,michael_schumacher,11,0,4
2006,3,button,11,0,5
2006,3,montoya,9,0,6
2006,3,ralf_schumacher,7,0,7
2006,3,heidfeld,5,0,8
2006,3,villeneuve,5,0,9
2006,3,massa,4,0,10
2006,3,webber,3,0,11
2006,3,barrichello,2,0,12
2006,3,rosberg,2,0,13
2006,3,coulthard,1,0,14
2006,3,klien,1,0,15
2006,3,speed,0,0,16
2006,3,trulli,0,0,17
2006,3,liuzzi,0,0,18
2006,3,albers,0,0,19
2006,3,sato,0,0,20
2006,3,monteiro,0,0,21
2006,3,ide,0,0,22
2006,4,alonso,36,2,1
2006,4,michael_schumacher,21,1,2
2006,4,raikkonen,18,0,3
2006,4,fisichella,15,1,4
2006,4,montoya,15,0,5
2006,4,button,13,0,6
2006,4,massa,9,0,7
2006,4,ralf_schumacher,7,0,8
2006,4,webber,6,0,9
2006,4,heidfeld,5,0,10
2006,4,villeneuve,5,0,11
2006,4,barrichello,2,0,12
2006,4,rosberg,2,0,13
2006,4,coulthard,1,0,14
2006,4,klien,1,0,15
2006,4,speed,0,0,16
2006,4,trulli,0,0,17
2006,4,liuzzi,0,0,18
2006,4,albers,0,0,19
2006,4,sato,0,0,20
2006,4,monteiro,0,0,21
2006,4,ide,0,0,22
2006,5,alonso,44,2,1
2006,5,michael_schumacher,31,2,2
2006,5,raikkonen,23,0,3
2006,5,fisichella,18,1,4
2006,5,massa,15,0,5
2006,5,montoya,15,0,6
2006,5,button,13,0,7
2006,5,ralf_schumacher,7,0,8
2006,5,barrichello,6,0,9
2006,5,webber,6,0,10
2006,5,villeneuve,6,0,11
2006,5,heidfeld,5,0,12
2006,5,rosberg,4,0,13
2006,5,coulthard,1,0,14
2006,5,klien,1,0,15
2006,5,trulli,0,0,16
2006,5,speed,0,0,17
2006,5,liuzzi,0,0,18
2006,5,albers,0,0,19
2006,5,monteiro,0,0,20
2006,5,sato,0,0,21
2006,5,ide,0,0,22
2006,6,alonso,54,3,1
2006,6,michael_schumacher,39,2,2
2006,6,raikkonen,27,0,3
2006,6,fisichella,24,1,4
2006,6,massa,20,0,5
2006,6,button,16,0,6
2006,6,montoya,15,0,7
2006,6,barrichello,8,0,8
2006,6,ralf_schumacher,7,0,9
2006,6,heidfeld,6,0,10
2006,6,webber,6,0,11
2006,6,villeneuve,6,0,12
2006,6,rosberg,4,0,13
2006,6,coulthard,1,0,14
2006,6,klien,1,0,15
2006,6,trulli,0,0,16
2006,6,speed,0,0,17
2006,6,liuzzi,0,0,18
2006,6,albers,0,0,19
2006,6,monteiro,0,0,20
2006,6,sato,0,0,21
2006,6,ide,0,0,22
2006,7,alonso,64,4,1
2006,7,michael_schumacher,43,2,2
2006,7,fisichella,27,1,3
2006,7,raikkonen,27,0,4
2006,7,montoya,23,0,5
2006,7,massa,20,0,6
2006,7,button,16,0,7
2006,7,barrichello,13,0,8
2006,7,ralf_schumacher,8,0,9
2006,7,heidfeld,8,0,10
2006,7,coulthard,7,0,11
2006,7,webber,6,0,12
2006,7,villeneuve,6,0,13
2006,7,rosberg,4,0,14
2006,7,klien,1,0,15
2006,7,trulli,0,0,16
2006,7,speed,0,0,17
2006,7,liuzzi,0,0,18
2006,7,albers,0,0,19
2006,7,monteiro,0,0,20
2006,7,sato,0,0,21
2006,7,ide,0,0,22
2006,7,montagny,0,0,23
2006,8,alonso,74,5,1
2006,8,michael_schumacher,51,2,2
2006,8,raikkonen,33,0,3
2006,8,fisichella,32,1,4
2006,8,montoya,26,0,5
2006,8,massa,24,0,6
2006,8,button,16,0,7
2006,8,barrichello,13,0,8
2006,8,heidfeld,10,0,9
2006,8,ralf_schumacher,8,0,10
2006,8,coulthard,7,0,11
2006,8,villeneuve,7,0,12
2006,8,webber,6,0,13
2006,8,rosberg,4,0,14
2006,8,klien,1,0,15
2006,8,trulli,0,0,16
2006,8,speed,0,0,17
2006,8,liuzzi,0,0,18
2006,8,albers,0,0,19
2006,8,monteiro,0,0,20
2006,8,sato,0,0,21
2006,8,ide,0,0,22
2006,8,montagny,0,0,23
2006,9,alonso,84,6,1
2006,9,michael_schumacher,59,2,2
2006,9,raikkonen,39,0,3
2006,9,fisichella,37,1,4
2006,9,massa,28,0,5
2006,9,montoya,26,0,6
2006,9,button,16,0,7
2006,9,barrichello,13,0,8
2006,9,heidfeld,12,0,9
2006,9,ralf_schumacher,8,0,10
2006,9,coulthard,8,0,11
2006,9,villeneuve,7,0,12
2006,9,webber,6,0,13
2006,9,rosberg,4,0,14
2006,9,trulli,3,0,15
2006,9,klien,1,0,16
2006,9,speed,0,0,17
2006,9,liuzzi,0,0,18
2006,9,albers,0,0,19
2006,9,monteiro,0,0,20
2006,9,sato,0,0,21
2006,9,ide,0,0,22
2006,9,montagny,0,0,23
2006,10,alonso,88,6,1
2006,10,michael_schumacher,69,3,2
2006,10,fisichella,43,1,3
2006,10,raikkonen,39,0,4
2006,10,massa,36,0,5
2006,10,montoya,26,0,6
2006,10,button,16,0,7
2006,10,barrichello,16,0,8
2006,10,heidfeld,12,0,9
2006,10,coulthard,10,0,10
2006,10,ralf_schumacher,8,0,11
2006,10,trulli,8,0,12
2006,10,villeneuve,7,0,13
2006,10,webber,6,0,14
2006,10,rosberg,4,0,15
2006,10,liuzzi,1,0,16
2006,10,klien,1,0,17
2006,10,speed,0,0,18
2006,10,albers,0,0,19
2006,10,monteiro,0,0,20
2006,10,sato,0,0,21
2006,10,ide,0,0,22
2006,10,montagny,0,0,23
2006,11,alonso,96,6,1
2006,11,michael_schumacher,79,4,2
2006,11,fisichella,46,1,3
2006,11,raikkonen,43,0,4
2006,11,massa,42,0,5
2006,11,montoya,26,0,6
2006,11,button,16,0,7
2006,11,barrichello,16,0,8
2006,11,ralf_schumacher,13,0,9
2006,11,heidfeld,13,0,10
2006,11,coulthard,10,0,11
2006,11,trulli,8,0,12
2006,11,villeneuve,7,0,13
2006,11,webber,6,0,14
2006,11,rosberg,4,0,15
2006,11,rosa,2,0,16
2006,11,liuzzi,1,0,17
2006,11,klien,1,0,18
2006,11,speed,0,0,19
2006,11,albers,0,0,20
2006,11,monteiro,0,0,21
2006,11,sato,0,0,22
2006,11,ide,0,0,23
2006,11,montagny,0,0,24
2006,12,alonso,100,6,1
2006,12,michael_schumacher,89,5,2
2006,12,massa,50,0,3
2006,12,fisichella,49,1,4
2006,12,raikkonen,49,0,5
2006,12,montoya,26,0,6
2006,12,button,21,0,7
2006,12,barrichello,16,0,8
2006,12,ralf_schumacher,13,0,9
2006,12,heidfeld,13,0,10
2006,12,coulthard,10,0,11
2006,12,trulli,10,0,12
2006,12,villeneuve,7,0,13
2006,12,webber,6,0,14
2006,12,rosberg,4,0,15
2006,12,rosa,2,0,16
2006,12,klien,2,0,17
2006,12,liuzzi,1,0,18
2006,12,speed,0,0,19
2006,12,albers,0,0,20
2006,12,monteiro,0,0,21
2006,12,sato,0,0,22
2006,12,ide,0,0,23
2006,12,montagny,0,0,24
2006,13,alonso,100,6,1
2006,13,michael_schumacher,90,5,2
2006,13,massa,52,0,3
2006,13,fisichella,49,1,4
2006,13,raikkonen,49,0,5
2006,13,button,31,1,6
2006,13,montoya,26,0,7
2006,13,barrichello,21,0,8
2006,13,heidfeld,19,0,9
2006,13,ralf_schumacher,16,0,10
2006,13,coulthard,14,0,11
2006,13,rosa,10,0,12
2006,13,trulli,10,0,13
2006,13,villeneuve,7,0,14
2006,13,webber,6,0,15
2006,13,rosberg,4,0,16
2006,13,klien,2,0,17
2006,13,liuzzi,1,0,18
2006,13,speed,0,0,19
2006,13,monteiro,0,0,20
2006,13,albers,0,0,21
2006,13,sato,0,0,22
2006,13,ide,0,0,23
2006,13,montagny,0,0,24
2006,14,alonso,108,6,1
2006,14,michael_schumacher,96,5,2
2006,14,massa,62,1,3
2006,14,fisichella,52,1,4
2006,14,raikkonen,49,0,5
2006,14,button,36,1,6
2006,14,montoya,26,0,7
2006,14,barrichello,22,0,8
2006,14,heidfeld,19,0,9
2006,14,ralf_schumacher,18,0,10
2006,14,rosa,14,0,11
2006,14,coulthard,14,0,12
2006,14,trulli,10,0,13
2006,14,villeneuve,7,0,14
2006,14,webber,6,0,15
2006,14,rosberg,4,0,16
2006,14,klien,2,0,17
2006,14,liuzzi,1,0,18
2006,14,speed,0,0,19
2006,14,monteiro,0,0,20
2006,14,albers,0,0,21
2006,14,sato,0,0,22
2006,14,kubica,0,0,23
2006,14,ide,0,0,24
2006,14,montagny,0,0,25
2006,15,alonso,108,6,1
2006,15,michael_schumacher,106,6,2
2006,15,massa,62,1,3
2006,15,fisichella,57,1,4
2006,15,raikkonen,57,0,5
2006,15,button,40,1,6
2006,15,montoya,26,0,7
2006,15,barrichello,25,0,8
2006,15,heidfeld,20,0,9
2006,15,ralf_schumacher,18,0,10
2006,15,rosa,14,0,11
2006,15,coulthard,14,0,12
2006,15,trulli,12,0,13
2006,15,villeneuve,7,0,14
2006,15,kubica,6,0,15
2006,15,webber,6,0,16
2006,15,rosberg,4,0,17
2006,15,klien,2,0,18
2006,15,liuzzi,1,0,19
2006,15,speed,0,0,20
2006,15,monteiro,0,0,21
2006,15,albers,0,0,22
2006,15,sato,0,0,23
2006,15,ide,0,0,24
2006,15,montagny,0,0,25
2006,16,michael_schumacher,116,7,1
2006,16,alonso,116,6,2
2006,16,fisichella,63,1,3
2006,16,massa,62,1,4
2006,16,raikkonen,57,0,5
2006,16,button,45,1,6
2006,16,barrichello,28,0,7
2006,16,montoya,26,0,8
2006,16,heidfeld,22,0,9
2006,16,rosa,18,0,10
2006,16,ralf_schumacher,18,0,11
2006,16,coulthard,14,0,12
2006,16,trulli,12,0,13
2006,16,webber,7,0,14
2006,16,villeneuve,7,0,15
2006,16,kubica,6,0,16
2006,16,rosberg,4,0,17
2006,16,klien,2,0,18
2006,16,liuzzi,1,0,19
2006,16,speed,0,0,20
2006,16,monteiro,0,0,21
2006,16,albers,0,0,22
2006,16,sato,0,0,23
2006,16,doornbos,0,0,24
2006,16,ide,0,0,25
2006,16,montagny,0,0,26
2006,16,yamamoto,0,0,27
2006,17,alonso,126,7,1
2006,17,michael_schumacher,116,7,2
2006,17,massa,70,1,3
2006,17,fisichella,69,1,4
2006,17,raikkonen,61,0,5
2006,17,button,50,1,6
2006,17,barrichello,28,0,7
2006,17,montoya,26,0,8
2006,17,heidfeld,23,0,9
2006,17,ralf_schumacher,20,0,10
2006,17,rosa,18,0,11
2006,17,trulli,15,0,12
2006,17,coulthard,14,0,13
2006,17,webber,7,0,14
2006,17,villeneuve,7,0,15
2006,17,kubica,6,0,16
2006,17,rosberg,4,0,17
2006,17,klien,2,0,18
2006,17,liuzzi,1,0,19
2006,17,speed,0,0,20
2006,17,monteiro,0,0,21
2006,17,albers,0,0,22
2006,17,sato,0,0,23
2006,17,doornbos,0,0,24
2006,17,ide,0,0,25
2006,17,montagny,0,0,26
2006,17,yamamoto,0,0,27
2006,18,alonso,134,7,1
2006,18,michael_schumacher,121,7,2
2006,18,massa,80,2,3
2006,18,fisichella,72,1,4
2006,18,raikkonen,65,0,5
2006,18,button,56,1,6
2006,18,barrichello,30,0,7
2006,18,montoya,26,0,8
2006,18,heidfeld,23,0,9
2006,18,ralf_schumacher,20,0,10
2006,18,rosa,19,0,11
2006,18,trulli,15,0,12
2006,18,coulthard,14,0,13
2006,18,webber,7,0,14
2006,18,villeneuve,7,0,15
2006,18,kubica,6,0,16
2006,18,rosberg,4,0,17
2006,18,klien,2,0,18
2006,18,liuzzi,1,0,19
2006,18,speed,0,0,20
2006,18,monteiro,0,0,21
2006,18,albers,0,0,22
2006,18,sato,0,0,23
2006,18,doornbos,0,0,24
2006,18,ide,0,0,25
2006,18,yamamoto,0,0,26
2006,18,montagny,0,0,27
2007,1,raikkonen,10,1,1
2007,1,alonso,8,0,2
2007,1,hamilton,6,0,3
2007,1,heidfeld,5,0,4
2007,1,fisichella,4,0,5
2007,1,massa,3,0,6
2007,1,rosberg,2,0,7
2007,1,ralf_schumacher,1,0,8
2007,1,trulli,0,0,9
2007,1,kovalainen,0,0,10
2007,1,barrichello,0,0,11
2007,1,sato,0,0,12
2007,1,webber,0,0,13
2007,1,liuzzi,0,0,14
2007,1,button,0,0,15
2007,1,davidson,0,0,16
2007,1,sutil,0,0,17
2007,2,alonso,18,1,1
2007,2,raikkonen,16,1,2
2007,2,hamilton,14,0,3
2007,2,heidfeld,10,0,4
2007,2,fisichella,7,0,5
2007,2,massa,7,0,6
2007,2,trulli,2,0,7
2007,2,rosberg,2,0,8
2007,2,kovalainen,1,0,9
2007,2,ralf_schumacher,1,0,10
2007,2,wurz,0,0,11
2007,2,webber,0,0,12
2007,2,barrichello,0,0,13
2007,2,sato,0,0,14
2007,2,button,0,0,15
2007,2,liuzzi,0,0,16
2007,2,speed,0,0,17
2007,2,davidson,0,0,18
2007,2,sutil,0,0,19
2007,2,kubica,0,0,20
2007,3,alonso,22,1,1
2007,3,raikkonen,22,1,2
2007,3,hamilton,22,0,3
2007,3,massa,17,1,4
2007,3,heidfeld,15,0,5
2007,3,fisichella,8,0,6
2007,3,trulli,4,0,7
2007,3,kubica,3,0,8
2007,3,rosberg,2,0,9
2007,3,kovalainen,1,0,10
2007,3,ralf_schumacher,1,0,11
2007,3,wurz,0,0,12
2007,3,webber,0,0,13
2007,3,barrichello,0,0,14
2007,3,sato,0,0,15
2007,3,button,0,0,16
2007,3,liuzzi,0,0,17
2007,3,albers,0,0,18
2007,3,speed,0,0,19
2007,3,sutil,0,0,20
2007,3,davidson,0,0,21
2007,4,hamilton,30,0,1
2007,4,alonso,28,1,2
2007,4,massa,27,2,3
2007,4,raikkonen,22,1,4
2007,4,heidfeld,15,0,5
2007,4,kubica,8,0,6
2007,4,fisichella,8,0,7
2007,4,rosberg,5,0,8
2007,4,coulthard,4,0,9
2007,4,trulli,4,0,10
2007,4,kovalainen,3,0,11
2007,4,sato,1,0,12
2007,4,ralf_schumacher,1,0,13
2007,4,wurz,0,0,14
2007,4,barrichello,0,0,15
2007,4,webber,0,0,16
2007,4,davidson,0,0,17
2007,4,button,0,0,18
2007,4,sutil,0,0,19
2007,4,albers,0,0,20
2007,4,liuzzi,0,0,21
2007,4,speed,0,0,22
2007,5,alonso,38,2,1
2007,5,hamilton,38,0,2
2007,5,massa,33,2,3
2007,5,raikkonen,23,1,4
2007,5,heidfeld,18,0,5
2007,5,fisichella,13,0,6
2007,5,kubica,12,0,7
2007,5,rosberg,5,0,8
2007,5,coulthard,4,0,9
2007,5,trulli,4,0,10
2007,5,kovalainen,3,0,11
2007,5,wurz,2,0,12
2007,5,sato,1,0,13
2007,5,ralf_schumacher,1,0,14
2007,5,speed,0,0,15
2007,5,barrichello,0,0,16
2007,5,webber,0,0,17
2007,5,button,0,0,18
2007,5,davidson,0,0,19
2007,5,sutil,0,0,20
2007,5,albers,0,0,21
2007,5,liuzzi,0,0,22
2007,6,hamilton,48,1,1
2007,6,alonso,40,2,2
2007,6,massa,33,2,3
2007,6,raikkonen,27,1,4
2007,6,heidfeld,26,0,5
2007,6,fisichella,13,0,6
2007,6,kubica,12,0,7
2007,6,wurz,8,0,8
2007,6,kovalainen,8,0,9
2007,6,rosberg,5,0,10
2007,6,coulthard,4,0,11
2007,6,sato,4,0,12
2007,6,trulli,4,0,13
2007,6,ralf_schumacher,2,0,14
2007,6,webber,0,0,15
2007,6,speed,0,0,16
2007,6,barrichello,0,0,17
2007,6,davidson,0,0,18
2007,6,button,0,0,19
2007,6,sutil,0,0,20
2007,6,albers,0,0,21
2007,6,liuzzi,0,0,22
2007,7,hamilton,58,2,1
2007,7,alonso,48,2,2
2007,7,massa,39,2,3
2007,7,raikkonen,32,1,4
2007,7,heidfeld,26,0,5
2007,7,fisichella,13,0,6
2007,7,kubica,12,0,7
2007,7,kovalainen,12,0,8
2007,7,wurz,8,0,9
2007,7,trulli,7,0,10
2007,7,rosberg,5,0,11
2007,7,coulthard,4,0,12
2007,7,sato,4,0,13
2007,7,webber,2,0,14
2007,7,ralf_schumacher,2,0,15
2007,7,vettel,1,0,16
2007,7,speed,0,0,17
2007,7,barrichello,0,0,18
2007,7,davidson,0,0,19
2007,7,button,0,0,20
2007,7,sutil,0,0,21
2007,7,albers,0,0,22
2007,7,liuzzi,0,0,23
2007,8,hamilton,64,2,1
2007,8,alonso,50,2,2
2007,8,massa,47,2,3
2007,8,raikkonen,42,2,4
2007,8,heidfeld,30,0,5
2007,8,kubica,17,0,6
2007,8,fisichella,16,0,7
2007,8,kovalainen,12,0,8
2007,8,wurz,8,0,9
2007,8,trulli,7,0,10
2007,8,rosberg,5,0,11
2007,8,coulthard,4,0,12
2007,8,sato,4,0,13
2007,8,webber,2,0,14
2007,8,ralf_schumacher,2,0,15
2007,8,button,1,0,16
2007,8,vettel,1,0,17
2007,8,speed,0,0,18
2007,8,barrichello,0,0,19
2007,8,davidson,0,0,20
2007,8,sutil,0,0,21
2007,8,albers,0,0,22
2007,8,liuzzi,0,0,23
2007,9,hamilton,70,2,1
2007,9,alonso,58,2,2
2007,9,raikkonen,52,3,3
2007,9,massa,51,2,4
2007,9,heidfeld,33,0,5
2007,9,kubica,22,0,6
2007,9,fisichella,17,0,7
2007,9,kovalainen,14,0,8
2007,9,wurz,8,0,9
2007,9,trulli,7,0,10
2007,9,rosberg,5,0,11
2007,9,coulthard,4,0,12
2007,9,sato,4,0,13
2007,9,webber,2,0,14
2007,9,ralf_schumacher,2,0,15
2007,9,button,1,0,16
2007,9,vettel,1,0,17
2007,9,barrichello,0,0,18
2007,9,speed,0,0,19
2007,9,davidson,0,0,20
2007,9,sutil,0,0,21
2007,9,albers,0,0,22
2007,9,liuzzi,0,0,23
2007,10,hamilton,70,2,1
2007,10,alonso,68,3,2
