driver,car,qualifying_time,season,round
klien,Red Bull,1:29.991,2005,1
heidfeld,Williams,1:29.413,2005,1
button,BAR,1:30.616,2005,1
montoya,McLaren,1:29.320,2005,1
raikkonen,McLaren,1:30.561,2005,1
barrichello,Ferrari,1:31.341,2005,1
karthikeyan,Jordan,1:32.735,2005,1
alonso,Renault,1:29.758,2005,1
monteiro,Jordan,1:33.483,2005,1
ralf_schumacher,Toyota,1:31.222,2005,1
friesacher,Minardi,1:37.499,2005,1
albers,Minardi,1:49.230,2005,1
michael_schumacher,Ferrari,1:57.931,2005,1
sato,BAR,00.000,2005,1
massa,Sauber,00.000,2005,1
alonso,Renault,1:35.090,2005,2
trulli,Toyota,1:35.253,2005,2
fisichella,Renault,1:35.683,2005,2
webber,Williams,1:35.700,2005,2
ralf_schumacher,Toyota,1:35.901,2005,2
raikkonen,McLaren,1:36.644,2005,2
klien,Red Bull,1:35.865,2005,2
coulthard,Red Bull,1:35.891,2005,2
button,BAR,1:36.216,2005,2
heidfeld,Williams,1:36.453,2005,2
montoya,McLaren,1:36.757,2005,2
barrichello,Ferrari,1:37.340,2005,2
michael_schumacher,Ferrari,1:37.561,2005,2
massa,Sauber,1:37.733,2005,2
davidson,BAR,1:37.024,2005,2
villeneuve,Sauber,1:38.108,2005,2
karthikeyan,Jordan,1:39.850,2005,2
monteiro,Jordan,1:40.106,2005,2
friesacher,Minardi,1:41.918,2005,2
albers,Minardi,1:42.569,2005,2
alonso,Renault,1:32.054,2005,3
michael_schumacher,Ferrari,1:32.120,2005,3
trulli,Toyota,1:32.667,2005,3
heidfeld,Williams,1:32.827,2005,3
webber,Williams,1:32.670,2005,3
ralf_schumacher,Toyota,1:32.319,2005,3
klien,Red Bull,1:32.723,2005,3
rosa,McLaren,1:32.648,2005,3
raikkonen,McLaren,1:32.930,2005,3
fisichella,Renault,1:33.320,2005,3
button,BAR,1:33.391,2005,3
massa,Sauber,1:34.269,2005,3
sato,BAR,1:34.450,2005,3
coulthard,Red Bull,1:34.633,2005,3
barrichello,Ferrari,1:35.867,2005,3
villeneuve,Sauber,1:35.665,2005,3
monteiro,Jordan,1:36.004,2005,3
karthikeyan,Jordan,1:36.953,2005,3
albers,Minardi,1:36.417,2005,3
friesacher,Minardi,1:36.413,2005,3
raikkonen,McLaren,1:22.994,2005,4
alonso,Renault,1:23.552,2005,4
button,BAR,1:23.641,2005,4
webber,Williams,1:24.069,2005,4
trulli,Toyota,1:24.026,2005,4
sato,BAR,1:23.807,2005,4
wurz,McLaren,1:24.057,2005,4
massa,Sauber,1:24.337,2005,4
heidfeld,Williams,1:24.389,2005,4
barrichello,Ferrari,1:24.351,2005,4
ralf_schumacher,Toyota,1:24.422,2005,4
villeneuve,Sauber,1:25.260,2005,4
fisichella,Renault,1:25.002,2005,4
michael_schumacher,Ferrari,1:26.984,2005,4
coulthard,Red Bull,1:26.438,2005,4
liuzzi,Red Bull,1:26.351,2005,4
karthikeyan,Jordan,1:28.976,2005,4
monteiro,Jordan,1:29.152,2005,4
friesacher,Minardi,1:30.564,2005,4
albers,Minardi,1:25.921,2005,4
raikkonen,McLaren,1:16.602,2005,5
webber,Williams,1:16.626,2005,5
alonso,Renault,1:16.880,2005,5
ralf_schumacher,Toyota,1:17.047,2005,5
trulli,Toyota,1:17.200,2005,5
fisichella,Renault,1:17.229,2005,5
montoya,McLaren,1:17.570,2005,5
michael_schumacher,Ferrari,1:18.153,2005,5
coulthard,Red Bull,1:18.373,2005,5
massa,Sauber,1:18.361,2005,5
liuzzi,Red Bull,1:19.014,2005,5
villeneuve,Sauber,1:19.686,2005,5
karthikeyan,Jordan,1:20.711,2005,5
monteiro,Jordan,1:20.903,2005,5
albers,Minardi,1:21.578,2005,5
friesacher,Minardi,1:22.453,2005,5
heidfeld,Williams,1:15.038,2005,5
barrichello,Ferrari,1:15.746,2005,5
raikkonen,McLaren,1:16.681,2005,6
alonso,Renault,1:16.281,2005,6
webber,Williams,1:17.072,2005,6
fisichella,Renault,1:17.317,2005,6
trulli,Toyota,1:17.401,2005,6
heidfeld,Williams,1:17.755,2005,6
coulthard,Red Bull,1:18.538,2005,6
michael_schumacher,Ferrari,1:18.550,2005,6
villeneuve,Sauber,1:19.015,2005,6
barrichello,Ferrari,1:18.841,2005,6
massa,Sauber,1:18.902,2005,6
liuzzi,Red Bull,1:20.335,2005,6
friesacher,Minardi,1:22.236,2005,6
albers,Minardi,1:22.977,2005,6
monteiro,Jordan,1:23.670,2005,6
montoya,McLaren,1:14.858,2005,6
karthikeyan,Jordan,1:23.948,2005,6
ralf_schumacher,Toyota,00.000,2005,6
heidfeld,Williams,1:30.081,2005,7
raikkonen,McLaren,1:30.197,2005,7
webber,Williams,1:30.368,2005,7
trulli,Toyota,1:30.700,2005,7
montoya,McLaren,1:30.890,2005,7
alonso,Renault,1:31.056,2005,7
barrichello,Ferrari,1:31.249,2005,7
ralf_schumacher,Toyota,1:31.392,2005,7
fisichella,Renault,1:31.566,2005,7
michael_schumacher,Ferrari,1:31.585,2005,7
massa,Sauber,1:32.205,2005,7
coulthard,Red Bull,1:32.553,2005,7
button,BAR,1:32.594,2005,7
liuzzi,Red Bull,1:32.642,2005,7
villeneuve,Sauber,1:32.891,2005,7
sato,BAR,1:32.926,2005,7
monteiro,Jordan,1:35.047,2005,7
friesacher,Minardi,1:35.954,2005,7
karthikeyan,Jordan,1:36.192,2005,7
albers,Minardi,1:36.239,2005,7
button,BAR,1:15.217,2005,8
michael_schumacher,Ferrari,1:15.475,2005,8
alonso,Renault,1:15.561,2005,8
fisichella,Renault,1:15.577,2005,8
montoya,McLaren,1:15.669,2005,8
sato,BAR,1:15.729,2005,8
raikkonen,McLaren,1:15.923,2005,8
villeneuve,Sauber,1:16.116,2005,8
trulli,Toyota,1:16.201,2005,8
ralf_schumacher,Toyota,1:16.362,2005,8
massa,Sauber,1:16.661,2005,8
coulthard,Red Bull,1:16.890,2005,8
heidfeld,Williams,1:17.081,2005,8
webber,Williams,1:17.749,2005,8
albers,Minardi,1:18.214,2005,8
klien,Red Bull,1:18.249,2005,8
karthikeyan,Jordan,1:18.664,2005,8
monteiro,Jordan,1:19.034,2005,8
friesacher,Minardi,1:19.574,2005,8
barrichello,Ferrari,00.000,2005,8
trulli,Toyota,1:10.625,2005,9
raikkonen,McLaren,1:10.694,2005,9
button,BAR,1:11.277,2005,9
fisichella,Renault,1:11.290,2005,9
michael_schumacher,Ferrari,1:11.369,2005,9
alonso,Renault,1:11.380,2005,9
barrichello,Ferrari,1:11.431,2005,9
sato,BAR,1:11.497,2005,9
webber,Williams,1:11.527,2005,9
massa,Sauber,1:11.555,2005,9
montoya,McLaren,1:11.681,2005,9
villeneuve,Sauber,1:11.691,2005,9
zonta,Toyota,1:11.754,2005,9
klien,Red Bull,1:12.132,2005,9
heidfeld,Williams,1:12.430,2005,9
coulthard,Red Bull,1:12.682,2005,9
monteiro,Jordan,1:13.462,2005,9
albers,Minardi,1:13.632,2005,9
karthikeyan,Jordan,1:13.776,2005,9
friesacher,Minardi,1:14.494,2005,9
alonso,Renault,1:14.412,2005,10
trulli,Toyota,1:14.521,2005,10
raikkonen,McLaren,1:14.559,2005,10
michael_schumacher,Ferrari,1:14.572,2005,10
sato,BAR,1:14.655,2005,10
barrichello,Ferrari,1:14.832,2005,10
fisichella,Renault,1:14.887,2005,10
button,BAR,1:15.051,2005,10
montoya,McLaren,1:15.406,2005,10
massa,Sauber,1:15.566,2005,10
villeneuve,Sauber,1:15.699,2005,10
ralf_schumacher,Toyota,1:15.771,2005,10
webber,Williams,1:15.885,2005,10
heidfeld,Williams,1:16.207,2005,10
coulthard,Red Bull,1:16.434,2005,10
klien,Red Bull,1:16.547,2005,10
karthikeyan,Jordan,1:17.857,2005,10
friesacher,Minardi,1:17.960,2005,10
monteiro,Jordan,1:18.047,2005,10
albers,Minardi,1:18.335,2005,10
alonso,Renault,1:19.905,2005,11
raikkonen,McLaren,1:19.932,2005,11
button,BAR,1:20.207,2005,11
montoya,McLaren,1:20.382,2005,11
trulli,Toyota,1:20.459,2005,11
barrichello,Ferrari,1:20.906,2005,11
fisichella,Renault,1:21.010,2005,11
sato,BAR,1:21.114,2005,11
ralf_schumacher,Toyota,1:21.191,2005,11
michael_schumacher,Ferrari,1:21.275,2005,11
villeneuve,Sauber,1:21.352,2005,11
webber,Williams,1:21.997,2005,11
coulthard,Red Bull,1:22.108,2005,11
heidfeld,Williams,1:22.117,2005,11
klien,Red Bull,1:22.207,2005,11
massa,Sauber,1:22.495,2005,11
karthikeyan,Jordan,1:23.583,2005,11
albers,Minardi,1:24.576,2005,11
friesacher,Minardi,1:25.566,2005,11
monteiro,Jordan,00.000,2005,11
raikkonen,McLaren,1:14.320,2005,12
button,BAR,1:14.759,2005,12
alonso,Renault,1:14.904,2005,12
fisichella,Renault,1:14.927,2005,12
michael_schumacher,Ferrari,1:15.006,2005,12
webber,Williams,1:15.070,2005,12
heidfeld,Williams,1:15.403,2005,12
sato,BAR,1:15.501,2005,12
trulli,Toyota,1:15.532,2005,12
klien,Red Bull,1:15.635,2005,12
coulthard,Red Bull,1:15.679,2005,12
ralf_schumacher,Toyota,1:15.689,2005,12
massa,Sauber,1:16.009,2005,12
villeneuve,Sauber,1:16.012,2005,12
barrichello,Ferrari,1:16.230,2005,12
albers,Minardi,1:17.519,2005,12
doornbos,Minardi,1:18.313,2005,12
monteiro,Jordan,1:18.599,2005,12
montoya,McLaren,00.000,2005,12
karthikeyan,Jordan,00.000,2005,12
michael_schumacher,Ferrari,1:19.882,2005,13
montoya,McLaren,1:20.779,2005,13
trulli,Toyota,1:20.839,2005,13
raikkonen,McLaren,1:20.891,2005,13
ralf_schumacher,Toyota,1:20.964,2005,13
alonso,Renault,1:21.141,2005,13
barrichello,Ferrari,1:21.158,2005,13
button,BAR,1:21.302,2005,13
fisichella,Renault,1:21.333,2005,13
sato,BAR,1:21.787,2005,13
klien,Red Bull,1:21.937,2005,13
heidfeld,Williams,1:22.086,2005,13
coulthard,Red Bull,1:22.279,2005,13
massa,Sauber,1:22.565,2005,13
villeneuve,Sauber,1:22.866,2005,13
webber,Williams,1:23.495,2005,13
albers,Minardi,1:24.443,2005,13
karthikeyan,Jordan,1:25.057,2005,13
doornbos,Minardi,1:25.484,2005,13
monteiro,Jordan,00.000,2005,13
raikkonen,McLaren,1:26.797,2005,14
fisichella,Renault,1:27.039,2005,14
alonso,Renault,1:27.050,2005,14
montoya,McLaren,1:27.352,2005,14
trulli,Toyota,1:27.501,2005,14
heidfeld,Williams,1:27.929,2005,14
webber,Williams,1:27.944,2005,14
massa,Sauber,1:28.419,2005,14
ralf_schumacher,Toyota,1:28.594,2005,14
klien,Red Bull,1:28.963,2005,14
barrichello,Ferrari,1:29.369,2005,14
coulthard,Red Bull,1:29.764,2005,14
button,BAR,1:30.063,2005,14
sato,BAR,1:30.175,2005,14
monteiro,Jordan,1:30.710,2005,14
albers,Minardi,1:32.186,2005,14
doornbos,Minardi,00.000,2005,14
villeneuve,Sauber,00.000,2005,14
karthikeyan,Jordan,00.000,2005,14
michael_schumacher,Ferrari,00.000,2005,14
raikkonen,McLaren,1:20.878,2005,15
montoya,McLaren,1:21.054,2005,15
alonso,Renault,1:21.319,2005,15
button,BAR,1:21.369,2005,15
sato,BAR,1:21.477,2005,15
trulli,Toyota,1:21.640,2005,15
michael_schumacher,Ferrari,1:21.721,2005,15
barrichello,Ferrari,1:21.962,2005,15
fisichella,Renault,1:22.068,2005,15
ralf_schumacher,Toyota,1:22.266,2005,15
coulthard,Red Bull,1:22.304,2005,15
villeneuve,Sauber,1:22.356,2005,15
klien,Red Bull,1:22.532,2005,15
webber,Williams,1:22.560,2005,15
massa,Sauber,1:23.060,2005,15
pizzonia,Williams,1:23.291,2005,15
monteiro,Jordan,1:24.666,2005,15
doornbos,Minardi,1:24.904,2005,15
karthikeyan,Jordan,1:25.859,2005,15
albers,Minardi,1:26.964,2005,15
montoya,McLaren,1:46.391,2005,16
raikkonen,McLaren,1:46.440,2005,16
fisichella,Renault,1:46.497,2005,16
trulli,Toyota,1:46.596,2005,16
alonso,Renault,1:46.760,2005,16
ralf_schumacher,Toyota,1:47.401,2005,16
michael_schumacher,Ferrari,1:47.476,2005,16
massa,Sauber,1:47.867,2005,16
button,BAR,1:47.978,2005,16
webber,Williams,1:48.071,2005,16
sato,BAR,1:48.353,2005,16
coulthard,Red Bull,1:48.508,2005,16
barrichello,Ferrari,1:48.550,2005,16
villeneuve,Sauber,1:48.889,2005,16
pizzonia,Williams,1:48.898,2005,16
klien,Red Bull,1:48.994,2005,16
doornbos,Minardi,1:49.779,2005,16
albers,Minardi,1:49.842,2005,16
monteiro,Jordan,1:51.498,2005,16
karthikeyan,Jordan,1:51.675,2005,16
alonso,Renault,1:11.988,2005,17
montoya,McLaren,1:12.145,2005,17
fisichella,Renault,1:12.558,2005,17
button,BAR,1:12.696,2005,17
raikkonen,McLaren,1:12.781,2005,17
klien,Red Bull,1:12.889,2005,17
michael_schumacher,Ferrari,1:12.976,2005,17
trulli,Toyota,1:13.041,2005,17
massa,Sauber,1:13.151,2005,17
barrichello,Ferrari,1:13.183,2005,17
ralf_schumacher,Toyota,1:13.285,2005,17
villeneuve,Sauber,1:13.372,2005,17
monteiro,Jordan,1:13.387,2005,17
webber,Williams,1:13.538,2005,17
pizzonia,Williams,1:13.581,2005,17
coulthard,Red Bull,1:13.844,2005,17
karthikeyan,Jordan,1:14.520,2005,17
albers,Minardi,1:14.763,2005,17
sato,BAR,00.000,2005,17
doornbos,Minardi,00.000,2005,17
ralf_schumacher,Toyota,1:46.106,2005,18
button,BAR,1:46.141,2005,18
fisichella,Renault,1:46.276,2005,18
klien,Red Bull,1:46.464,2005,18
sato,BAR,1:46.841,2005,18
coulthard,Red Bull,1:46.892,2005,18
webber,Williams,1:47.233,2005,18
villeneuve,Sauber,1:47.440,2005,18
barrichello,Ferrari,1:48.248,2005,18
massa,Sauber,1:48.278,2005,18
karthikeyan,Jordan,1:48.718,2005,18
pizzonia,Williams,1:48.898,2005,18
albers,Minardi,1:50.843,2005,18
michael_schumacher,Ferrari,1:52.676,2005,18
doornbos,Minardi,1:52.894,2005,18
alonso,Renault,1:54.667,2005,18
raikkonen,McLaren,2:02.309,2005,18
montoya,McLaren,00.000,2005,18
trulli,Toyota,00.000,2005,18
monteiro,Jordan,00.000,2005,18
alonso,Renault,1:34.080,2005,19
fisichella,Renault,1:34.401,2005,19
raikkonen,McLaren,1:34.488,2005,19
button,BAR,1:34.801,2005,19
montoya,McLaren,1:35.188,2005,19
michael_schumacher,Ferrari,1:35.301,2005,19
coulthard,Red Bull,1:35.428,2005,19
barrichello,Ferrari,1:35.610,2005,19
ralf_schumacher,Toyota,1:35.723,2005,19
webber,Williams,1:35.739,2005,19
massa,Sauber,1:35.898,2005,19
trulli,Toyota,1:36.044,2005,19
pizzonia,Williams,1:36.445,2005,19
klien,Red Bull,1:36.472,2005,19
karthikeyan,Jordan,1:36.707,2005,19
villeneuve,Sauber,1:36.788,2005,19
sato,BAR,1:37.083,2005,19
albers,Minardi,1:39.105,2005,19
monteiro,Jordan,1:39.233,2005,19
doornbos,Minardi,1:39.460,2005,19
michael_schumacher,Ferrari,1:31.431,2006,1
massa,Ferrari,1:31.478,2006,1
button,Honda,1:31.549,2006,1
alonso,Renault,1:31.702,2006,1
montoya,McLaren,1:32.164,2006,1
barrichello,Honda,1:32.579,2006,1
webber,Williams,1:33.006,2006,1
klien,Red Bull,1:33.112,2006,1
fisichella,Renault,1:33.496,2006,1
heidfeld,BMW Sauber,1:33.926,2006,1
villeneuve,BMW Sauber,1:32.456,2006,1
rosberg,Williams,1:32.620,2006,1
coulthard,Red Bull,1:32.850,2006,1
trulli,Toyota,1:33.066,2006,1
liuzzi,Toro Rosso,1:33.416,2006,1
speed,Toro Rosso,1:34.606,2006,1
ralf_schumacher,Toyota,1:34.702,2006,1
albers,MF1,1:35.724,2006,1
monteiro,MF1,1:35.900,2006,1
sato,Super Aguri,1:37.411,2006,1
ide,Super Aguri,1:40.270,2006,1
raikkonen,McLaren,00.000,2006,1
fisichella,Renault,1:33.840,2006,2
button,Honda,1:33.986,2006,2
rosberg,Williams,1:34.626,2006,2
michael_schumacher,Ferrari,1:34.668,2006,2
webber,Williams,1:34.672,2006,2
montoya,McLaren,1:34.916,2006,2
raikkonen,McLaren,1:34.983,2006,2
alonso,Renault,1:35.747,2006,2
klien,Red Bull,1:38.715,2006,2
ralf_schumacher,Toyota,1:34.586,2006,2
coulthard,Red Bull,1:34.614,2006,2
barrichello,Honda,1:34.683,2006,2
trulli,Toyota,1:34.702,2006,2
villeneuve,BMW Sauber,1:34.752,2006,2
heidfeld,BMW Sauber,1:34.783,2006,2
massa,Ferrari,1:35.091,2006,2
speed,Toro Rosso,1:36.297,2006,2
liuzzi,Toro Rosso,1:36.581,2006,2
albers,MF1,1:37.426,2006,2
monteiro,MF1,1:37.819,2006,2
sato,Super Aguri,1:39.011,2006,2
ide,Super Aguri,1:40.720,2006,2
button,Honda,1:25.229,2006,3
fisichella,Renault,1:25.635,2006,3
alonso,Renault,1:25.778,2006,3
raikkonen,McLaren,1:25.822,2006,3
montoya,McLaren,1:25.976,2006,3
ralf_schumacher,Toyota,1:26.612,2006,3
webber,Williams,1:26.937,2006,3
heidfeld,BMW Sauber,1:27.579,2006,3
villeneuve,BMW Sauber,1:29.239,2006,3
trulli,Toyota,1:26.327,2006,3
michael_schumacher,Ferrari,1:26.718,2006,3
coulthard,Red Bull,1:27.023,2006,3
liuzzi,Toro Rosso,1:27.219,2006,3
klien,Red Bull,1:27.591,2006,3
rosberg,Williams,1:29.422,2006,3
massa,Ferrari,1:28.868,2006,3
barrichello,Honda,1:29.943,2006,3
albers,MF1,1:30.226,2006,3
speed,Toro Rosso,1:30.426,2006,3
monteiro,MF1,1:30.709,2006,3
sato,Super Aguri,1:32.279,2006,3
ide,Super Aguri,1:36.164,2006,3
michael_schumacher,Ferrari,1:22.795,2006,4
button,Honda,1:22.988,2006,4
barrichello,Honda,1:23.242,2006,4
massa,Ferrari,1:23.702,2006,4
alonso,Renault,1:23.709,2006,4
ralf_schumacher,Toyota,1:23.772,2006,4
montoya,McLaren,1:24.021,2006,4
raikkonen,McLaren,1:24.158,2006,4
trulli,Toyota,1:24.172,2006,4
webber,Williams,1:24.795,2006,4
fisichella,Renault,1:23.771,2006,4
villeneuve,BMW Sauber,1:23.887,2006,4
rosberg,Williams,1:23.966,2006,4
coulthard,Red Bull,1:24.101,2006,4
heidfeld,BMW Sauber,1:24.129,2006,4
liuzzi,Toro Rosso,1:24.520,2006,4
klien,Red Bull,1:25.410,2006,4
speed,Toro Rosso,1:25.437,2006,4
monteiro,MF1,1:26.820,2006,4
albers,MF1,1:27.088,2006,4
sato,Super Aguri,1:27.609,2006,4
ide,Super Aguri,1:29.282,2006,4
alonso,Renault,1:29.816,2006,5
michael_schumacher,Ferrari,1:30.028,2006,5
massa,Ferrari,1:30.407,2006,5
barrichello,Honda,1:30.754,2006,5
raikkonen,McLaren,1:30.933,2006,5
button,Honda,1:30.940,2006,5
trulli,Toyota,1:31.419,2006,5
villeneuve,BMW Sauber,1:31.542,2006,5
montoya,McLaren,1:31.880,2006,5
webber,Williams,1:33.405,2006,5
ralf_schumacher,Toyota,1:30.944,2006,5
rosberg,Williams,1:31.194,2006,5
fisichella,Renault,1:31.197,2006,5
coulthard,Red Bull,1:31.227,2006,5
heidfeld,BMW Sauber,1:31.422,2006,5
liuzzi,Toro Rosso,1:31.728,2006,5
klien,Red Bull,1:32.901,2006,5
albers,MF1,1:32.936,2006,5
speed,Toro Rosso,1:32.992,2006,5
monteiro,MF1,1:33.658,2006,5
sato,Super Aguri,1:35.239,2006,5
montagny,Super Aguri,1:46.505,2006,5
alonso,Renault,1:14.648,2006,6
fisichella,Renault,1:14.709,2006,6
michael_schumacher,Ferrari,1:14.970,2006,6
massa,Ferrari,1:15.442,2006,6
barrichello,Honda,1:15.885,2006,6
ralf_schumacher,Toyota,1:15.885,2006,6
trulli,Toyota,1:15.976,2006,6
button,Honda,1:16.008,2006,6
raikkonen,McLaren,1:16.015,2006,6
heidfeld,BMW Sauber,1:17.144,2006,6
webber,Williams,1:15.502,2006,6
montoya,McLaren,1:15.801,2006,6
rosberg,Williams,1:15.804,2006,6
villeneuve,BMW Sauber,1:15.847,2006,6
klien,Red Bull,1:15.928,2006,6
liuzzi,Toro Rosso,1:16.661,2006,6
speed,Toro Rosso,1:17.361,2006,6
monteiro,MF1,1:17.702,2006,6
albers,MF1,1:18.024,2006,6
sato,Super Aguri,1:18.920,2006,6
montagny,Super Aguri,1:20.763,2006,6
coulthard,Red Bull,00.000,2006,6
alonso,Renault,1:13.962,2006,7
webber,Williams,1:14.082,2006,7
raikkonen,McLaren,1:14.140,2006,7
montoya,McLaren,1:14.664,2006,7
barrichello,Honda,1:15.804,2006,7
trulli,Toyota,1:15.857,2006,7
coulthard,Red Bull,1:16.426,2006,7
rosberg,Williams,1:16.636,2006,7
fisichella,Renault,1:17.260,2006,7
ralf_schumacher,Toyota,1:14.398,2006,7
klien,Red Bull,1:14.747,2006,7
liuzzi,Toro Rosso,1:14.969,2006,7
button,Honda,1:14.982,2006,7
villeneuve,BMW Sauber,1:15.052,2006,7
heidfeld,BMW Sauber,1:15.137,2006,7
albers,MF1,1:15.598,2006,7
monteiro,MF1,1:15.993,2006,7
speed,Toro Rosso,1:16.236,2006,7
sato,Super Aguri,1:17.276,2006,7
montagny,Super Aguri,1:17.502,2006,7
massa,Ferrari,00.000,2006,7
michael_schumacher,Ferrari,00.000,2006,7
alonso,Renault,1:20.253,2006,8
raikkonen,McLaren,1:20.397,2006,8
michael_schumacher,Ferrari,1:20.574,2006,8
massa,Ferrari,1:20.764,2006,8
fisichella,Renault,1:20.919,2006,8
barrichello,Honda,1:20.943,2006,8
ralf_schumacher,Toyota,1:21.073,2006,8
montoya,McLaren,1:21.107,2006,8
heidfeld,BMW Sauber,1:21.329,2006,8
villeneuve,BMW Sauber,1:21.599,2006,8
coulthard,Red Bull,1:21.442,2006,8
rosberg,Williams,1:21.567,2006,8
liuzzi,Toro Rosso,1:21.699,2006,8
klien,Red Bull,1:21.990,2006,8
speed,Toro Rosso,1:22.076,2006,8
monteiro,MF1,1:22.207,2006,8
webber,Williams,1:23.129,2006,8
albers,MF1,1:23.210,2006,8
button,Honda,1:23.247,2006,8
sato,Super Aguri,1:26.158,2006,8
montagny,Super Aguri,1:26.316,2006,8
trulli,Toyota,00.000,2006,8
alonso,Renault,1:14.942,2006,9
fisichella,Renault,1:15.178,2006,9
raikkonen,McLaren,1:15.386,2006,9
trulli,Toyota,1:15.968,2006,9
michael_schumacher,Ferrari,1:15.986,2006,9
rosberg,Williams,1:16.012,2006,9
montoya,McLaren,1:16.228,2006,9
button,Honda,1:16.608,2006,9
barrichello,Honda,1:16.912,2006,9
massa,Ferrari,1:17.209,2006,9
villeneuve,BMW Sauber,1:15.832,2006,9
klien,Red Bull,1:15.833,2006,9
heidfeld,BMW Sauber,1:15.885,2006,9
ralf_schumacher,Toyota,1:15.888,2006,9
liuzzi,Toro Rosso,1:16.116,2006,9
coulthard,Red Bull,1:16.301,2006,9
webber,Williams,1:16.985,2006,9
speed,Toro Rosso,1:17.016,2006,9
monteiro,MF1,1:17.121,2006,9
albers,MF1,1:17.140,2006,9
sato,Super Aguri,1:19.088,2006,9
montagny,Super Aguri,1:19.152,2006,9
michael_schumacher,Ferrari,1:10.832,2006,10
massa,Ferrari,1:11.435,2006,10
fisichella,Renault,1:11.920,2006,10
barrichello,Honda,1:12.109,2006,10
alonso,Renault,1:12.449,2006,10
villeneuve,BMW Sauber,1:12.479,2006,10
button,Honda,1:12.523,2006,10
ralf_schumacher,Toyota,1:12.795,2006,10
raikkonen,McLaren,1:13.174,2006,10
heidfeld,BMW Sauber,1:15.280,2006,10
montoya,McLaren,1:12.150,2006,10
webber,Williams,1:12.292,2006,10
speed,Toro Rosso,1:12.792,2006,10
albers,MF1,1:12.854,2006,10
monteiro,MF1,1:12.864,2006,10
klien,Red Bull,1:12.925,2006,10
coulthard,Red Bull,1:13.180,2006,10
sato,Super Aguri,1:13.496,2006,10
rosberg,Williams,1:13.506,2006,10
trulli,Toyota,1:13.787,2006,10
liuzzi,Toro Rosso,1:14.041,2006,10
montagny,Super Aguri,1:16.036,2006,10
michael_schumacher,Ferrari,1:15.493,2006,11
massa,Ferrari,1:15.510,2006,11
alonso,Renault,1:15.785,2006,11
trulli,Toyota,1:16.036,2006,11
ralf_schumacher,Toyota,1:16.091,2006,11
raikkonen,McLaren,1:16.281,2006,11
fisichella,Renault,1:16.345,2006,11
rosa,McLaren,1:16.632,2006,11
rosberg,Williams,1:18.272,2006,11
coulthard,Red Bull,1:18.663,2006,11
webber,Williams,1:16.129,2006,11
heidfeld,BMW Sauber,1:16.294,2006,11
klien,Red Bull,1:16.433,2006,11
barrichello,Honda,1:17.027,2006,11
speed,Toro Rosso,1:17.063,2006,11
albers,MF1,1:17.105,2006,11
liuzzi,Toro Rosso,1:17.164,2006,11
villeneuve,BMW Sauber,1:17.304,2006,11
button,Honda,1:17.495,2006,11
monteiro,MF1,1:17.589,2006,11
montagny,Super Aguri,1:18.637,2006,11
sato,Super Aguri,1:18.845,2006,11
raikkonen,McLaren,1:14.070,2006,12
michael_schumacher,Ferrari,1:14.205,2006,12
massa,Ferrari,1:14.569,2006,12
button,Honda,1:14.862,2006,12
fisichella,Renault,1:14.894,2006,12
barrichello,Honda,1:14.934,2006,12
alonso,Renault,1:15.282,2006,12
ralf_schumacher,Toyota,1:15.923,2006,12
rosa,McLaren,1:15.936,2006,12
coulthard,Red Bull,1:16.326,2006,12
webber,Williams,1:15.094,2006,12
klien,Red Bull,1:15.141,2006,12
trulli,Toyota,1:15.150,2006,12
villeneuve,BMW Sauber,1:15.329,2006,12
rosberg,Williams,1:15.380,2006,12
heidfeld,BMW Sauber,1:15.397,2006,12
liuzzi,Toro Rosso,1:16.399,2006,12
albers,MF1,1:17.093,2006,12
sato,Super Aguri,1:17.185,2006,12
monteiro,MF1,1:17.836,2006,12
yamamoto,Super Aguri,1:20.444,2006,12
speed,Toro Rosso,00.000,2006,12
raikkonen,McLaren,1:19.599,2006,13
massa,Ferrari,1:19.886,2006,13
barrichello,Honda,1:20.085,2006,13
button,Honda,1:20.092,2006,13
rosa,McLaren,1:20.117,2006,13
webber,Williams,1:20.266,2006,13
ralf_schumacher,Toyota,1:20.759,2006,13
fisichella,Renault,1:20.924,2006,13
trulli,Toyota,1:21.132,2006,13
kubica,BMW Sauber,1:22.049,2006,13
heidfeld,BMW Sauber,1:20.623,2006,13
michael_schumacher,Ferrari,1:20.875,2006,13
coulthard,Red Bull,1:20.890,2006,13
klien,Red Bull,1:21.207,2006,13
alonso,Renault,1:21.364,2006,13
monteiro,MF1,1:23.767,2006,13
liuzzi,Toro Rosso,1:22.068,2006,13
rosberg,Williams,1:22.084,2006,13
speed,Toro Rosso,1:22.317,2006,13
sato,Super Aguri,1:22.967,2006,13
albers,MF1,1:23.146,2006,13
yamamoto,Super Aguri,1:24.016,2006,13
massa,Ferrari,1:26.907,2006,14
michael_schumacher,Ferrari,1:27.284,2006,14
alonso,Renault,1:27.321,2006,14
fisichella,Renault,1:27.564,2006,14
ralf_schumacher,Toyota,1:27.569,2006,14
heidfeld,BMW Sauber,1:27.785,2006,14
button,Honda,1:27.790,2006,14
raikkonen,McLaren,1:27.866,2006,14
kubica,BMW Sauber,1:28.167,2006,14
webber,Williams,1:29.436,2006,14
klien,Red Bull,1:27.852,2006,14
rosa,McLaren,1:27.897,2006,14
